run,generation,populationFitness,bestTree,action,structured
4,52,0.704479,0.746617,2,0
4,53,0.705714,0.750752,1,0
4,54,0.712562,0.750752,0,0
4,55,0.715918,0.750752,2,0
4,56,0.718861,0.750752,2,0
4,57,0.720419,0.750752,1,0
4,58,0.723050,0.750752,2,0
4,59,0.725059,0.750752,1,0
4,60,0.726976,0.750752,0,0
4,61,0.734629,0.750752,0,0
4,62,0.738453,0.750752,1,0
4,63,0.740038,0.750752,1,0
4,64,0.740274,0.750752,2,0
4,65,0.743738,0.750752,0,0
4,66,0.744517,0.750752,0,0
4,67,0.739436,0.750752,2,0
4,68,0.738324,0.750752,1,0
4,69,0.744119,0.750752,0,0
4,0,0.542744,0.722180,0,1
4,1,0.549125,0.722180,2,1
4,2,0.549125,0.722180,0,1
4,3,0.549125,0.722180,2,1
4,4,0.549125,0.722180,0,1
4,5,0.549125,0.722180,1,1
4,6,0.549125,0.722180,0,1
4,7,0.548921,0.722180,1,1
4,8,0.548921,0.722180,0,1
4,9,0.551418,0.722180,2,1
4,10,0.551418,0.722180,0,1
4,11,0.555983,0.722180,1,1
4,12,0.557433,0.722180,1,1
4,13,0.559071,0.722180,2,1
4,14,0.559071,0.722180,0,1
4,15,0.562782,0.722180,1,1
4,16,0.573281,0.722180,1,1
4,17,0.586541,0.722180,1,1
4,18,0.590795,0.722180,2,1
4,19,0.591230,0.722180,1,1
4,20,0.596493,0.722180,0,1
4,21,0.601939,0.722180,2,1
4,22,0.603072,0.722180,1,1
4,23,0.607814,0.722180,0,1
4,24,0.607454,0.722180,1,1
4,25,0.607454,0.722180,0,1
4,26,0.615763,0.722180,2,1
4,27,0.611418,0.722180,2,1
4,28,0.609162,0.722180,2,1
4,29,0.618829,0.722180,2,1
4,30,0.626912,0.722180,2,1
4,31,0.632213,0.722180,0,1
4,32,0.632213,0.722180,1,1
4,33,0.632213,0.722180,1,1
4,34,0.639098,0.722180,0,1
4,35,0.641101,0.722180,1,1
4,36,0.644925,0.722180,1,1
4,37,0.642959,0.722180,2,1
4,38,0.644458,0.722180,1,1
4,39,0.648571,0.722180,1,1
4,40,0.652052,0.722180,1,1
4,41,0.654490,0.722180,0,1
4,42,0.659463,0.722180,1,1
4,43,0.659463,0.722180,0,1
4,44,0.659463,0.722180,0,1
4,45,0.660575,0.722180,0,1
4,46,0.661058,0.722180,0,1
4,47,0.661058,0.722180,0,1
4,48,0.664941,0.722180,2,1
4,49,0.663238,0.722180,1,1
4,50,0.663115,0.722180,1,1
4,51,0.663722,0.722180,1,1
4,52,0.663722,0.722180,1,1
4,53,0.663722,0.722180,0,1
4,54,0.663722,0.722180,2,1
4,55,0.668512,0.722180,1,1
4,56,0.666418,0.722180,1,1
4,57,0.668142,0.722180,1,1
4,58,0.668142,0.722180,2,1
4,59,0.664049,0.722180,2,1
4,60,0.666482,0.722180,2,1
4,61,0.667470,0.722180,0,1
4,62,0.673136,0.722180,2,1
4,63,0.678298,0.722180,2,1
4,64,0.678298,0.722180,1,1
4,65,0.678298,0.722180,1,1
4,66,0.678298,0.722180,0,1
4,67,0.679914,0.722180,0,1
4,68,0.679731,0.722180,1,1
4,69,0.684748,0.722180,1,1
4,70,0.685354,0.722180,2,1
4,71,0.685354,0.722180,2,1
4,72,0.685655,0.722180,1,1
4,73,0.687137,0.722180,1,1
4,74,0.687739,0.722180,2,1
4,75,0.688104,0.722180,1,1
4,76,0.688104,0.722180,2,1
4,77,0.688104,0.722180,0,1
4,78,0.683169,0.722180,1,1
4,79,0.688469,0.722180,1,1
4,80,0.688469,0.722180,2,1
4,81,0.688835,0.722180,1,1
4,82,0.689586,0.722180,0,1
4,83,0.689586,0.722180,0,1
4,84,0.689586,0.722180,0,1
4,85,0.684286,0.722180,2,1
4,86,0.684286,0.722180,2,1
4,87,0.684286,0.722180,2,1
4,88,0.684286,0.722180,2,1
4,89,0.684286,0.722180,1,1
4,90,0.684286,0.722180,2,1
4,91,0.685403,0.722180,1,1
4,92,0.686907,0.722180,0,1
4,93,0.683904,0.722180,2,1
4,94,0.677852,0.722180,1,1
4,95,0.678136,0.722180,1,1
4,96,0.685306,0.722180,2,1
4,97,0.686810,0.722180,1,1
4,98,0.688083,0.722180,0,1
4,99,0.693340,0.722180,1,1
4,100,0.694844,0.722180,0,1
4,101,0.696407,0.722180,2,1
4,102,0.697970,0.722180,2,1
4,103,0.699474,0.722180,1,1
4,104,0.706337,0.722180,0,1
4,105,0.707922,0.722180,0,1
4,106,0.703040,0.722180,1,1
4,107,0.703792,0.722180,1,1
4,108,0.704211,0.726504,1,1
4,109,0.698158,0.726504,1,1
5,0,0.530556,0.747685,1,0
5,1,0.542725,0.747685,1,0
5,2,0.550926,0.747685,2,0
5,3,0.560450,0.747685,1,0
5,4,0.573925,0.747685,2,0
5,5,0.592692,0.747685,1,0
5,6,0.603423,0.747685,1,0
5,7,0.615675,0.747685,1,0
5,8,0.628819,0.747685,2,0
5,9,0.640840,0.747685,1,0
5,10,0.651653,0.751157,1,0
5,11,0.653952,0.751157,1,0
5,12,0.662665,0.751157,1,0
5,13,0.671131,0.751157,1,0
5,14,0.680787,0.751157,1,0
5,15,0.690394,0.751157,1,0
5,16,0.689831,0.751157,2,0
5,17,0.695585,0.751157,2,0
5,18,0.698810,0.751157,1,0
5,19,0.701868,0.751157,1,0
5,20,0.709573,0.751157,2,0
5,21,0.712120,0.751157,0,0
5,22,0.706647,0.751157,1,0
5,23,0.704712,0.751157,1,0
5,24,0.706481,0.751157,1,0
5,25,0.709094,0.751157,2,0
5,26,0.701819,0.751157,1,0
5,27,0.700777,0.751157,1,0
5,28,0.711359,0.751157,0,0
5,29,0.720288,0.751157,2,0
5,30,0.713294,0.751157,2,0
5,31,0.720486,0.751157,2,0
5,32,0.720966,0.751157,2,0
5,33,0.731978,0.751157,1,0
5,34,0.738112,0.751157,0,0
5,35,0.738178,0.751157,2,0
5,36,0.745288,0.751157,1,0
5,37,0.743022,0.751157,1,0
5,38,0.741220,0.751157,1,0
5,39,0.743370,0.751157,1,0
5,40,0.743568,0.753472,1,0
5,41,0.743767,0.753472,0,0
5,42,0.731796,0.753472,1,0
5,43,0.724024,0.753472,1,0
5,44,0.727480,0.753472,1,0
5,45,0.735516,0.780093,1,0
5,46,0.736161,0.790509,1,0
5,47,0.744163,0.790509,1,0
5,48,0.744147,0.790509,1,0
5,49,0.737368,0.790509,1,0
5,50,0.744279,0.790509,2,0
5,51,0.744808,0.790509,1,0
5,52,0.745899,0.790509,0,0
5,53,0.752679,0.790509,1,0
5,54,0.753770,0.790509,0,0
5,55,0.755407,0.790509,0,0
5,56,0.756382,0.790509,1,0
5,57,0.757523,0.790509,1,0
5,58,0.758548,0.790509,2,0
5,59,0.760268,0.790509,0,0
5,60,0.760532,0.790509,1,0
5,61,0.761657,0.790509,1,0
5,62,0.761673,0.790509,1,0
5,63,0.761491,0.790509,2,0
5,64,0.749570,0.790509,1,0
5,65,0.751157,0.790509,1,0
5,66,0.753654,0.790509,0,0
5,67,0.753307,0.790509,1,0
5,68,0.755737,0.790509,0,0
5,69,0.757606,0.790509,1,0
5,0,0.524554,0.722222,1,1
5,1,0.524554,0.722222,2,1
5,2,0.524554,0.722222,0,1
5,3,0.524554,0.722222,2,1
5,4,0.524554,0.722222,0,1
5,5,0.524554,0.722222,0,1
5,6,0.528042,0.722222,1,1
5,7,0.528042,0.722222,2,1
5,8,0.528042,0.722222,1,1
5,9,0.535152,0.722222,0,1
5,10,0.535152,0.722222,0,1
5,11,0.539716,0.722222,1,1
5,12,0.544974,0.722222,2,1
5,13,0.553737,0.722222,0,1
5,14,0.553737,0.722222,2,1
5,15,0.557457,0.722222,1,1
5,16,0.557457,0.722222,1,1
5,17,0.564335,0.722222,0,1
5,18,0.571015,0.722222,0,1
5,19,0.571528,0.722222,1,1
5,20,0.577546,0.722222,0,1
5,21,0.586260,0.722222,1,1
5,22,0.595387,0.722222,0,1
5,23,0.601736,0.722222,1,1
5,24,0.610202,0.747106,1,1
5,25,0.618750,0.747106,2,1
5,26,0.618750,0.747106,0,1
5,27,0.621743,0.747106,1,1
5,28,0.626422,0.747106,1,1
5,29,0.635483,0.747106,0,1
5,30,0.640476,0.747106,0,1
5,31,0.648330,0.747106,1,1
5,32,0.657209,0.747106,0,1
5,33,0.658846,0.747106,2,1
5,34,0.657523,0.747106,1,1
5,35,0.668965,0.747106,2,1
5,36,0.673677,0.747106,1,1
5,37,0.676786,0.747106,2,1
5,38,0.672933,0.747106,1,1
5,39,0.676422,0.747106,0,1
5,40,0.684474,0.747106,1,1
5,41,0.686739,0.747106,2,1
5,42,0.689153,0.747106,2,1
5,43,0.683399,0.747106,1,1
5,44,0.688707,0.747106,2,1
5,45,0.688740,0.747106,1,1
5,46,0.689220,0.747106,1,1
5,47,0.683912,0.747106,2,1
5,48,0.685665,0.747106,2,1
5,49,0.693767,0.747106,1,1
5,50,0.691634,0.747106,2,1
5,51,0.704431,0.747106,0,1
5,52,0.706184,0.747106,1,1
5,53,0.708317,0.763310,1,1
5,54,0.699603,0.763310,1,1
5,55,0.705291,0.763310,1,1
5,56,0.699868,0.763310,1,1
5,57,0.701058,0.763310,0,1
5,58,0.695188,0.763310,2,1
5,59,0.705043,0.763310,1,1
5,60,0.697817,0.763310,1,1
5,61,0.693221,0.763310,1,1
5,62,0.696263,0.763310,1,1
5,63,0.706647,0.763310,1,1
5,64,0.712847,0.763310,1,1
5,65,0.707540,0.763310,1,1
5,66,0.700463,0.763310,2,1
5,67,0.707523,0.763310,2,1
5,68,0.723313,0.763310,1,1
5,69,0.726157,0.763310,2,1
5,70,0.731763,0.763310,0,1
5,71,0.734706,0.763310,2,1
5,72,0.738426,0.763310,1,1
5,73,0.744511,0.763310,2,1
5,74,0.747156,0.763310,0,1
5,75,0.749421,0.763310,0,1
5,76,0.750347,0.763310,0,1
5,77,0.751901,0.763310,0,1
5,78,0.752910,0.763310,1,1
5,79,0.752827,0.763310,1,1
5,80,0.739418,0.763310,1,1
5,81,0.740344,0.763310,2,1
5,82,0.742626,0.763310,1,1
5,83,0.733614,0.763310,2,1
5,84,0.733995,0.763310,2,1
5,85,0.740642,0.763310,1,1
5,86,0.750579,0.763310,0,1
5,87,0.737351,0.763310,1,1
5,88,0.722536,0.763310,1,1
5,89,0.722536,0.763310,1,1
5,90,0.730522,0.763310,1,1
5,91,0.745569,0.763310,1,1
5,92,0.753092,0.763310,0,1
5,93,0.759127,0.763310,2,1
5,94,0.760136,0.763310,2,1
5,95,0.759640,0.763310,1,1
5,96,0.760830,0.763310,0,1
5,97,0.745784,0.763310,1,1
5,98,0.745866,0.763310,0,1
5,99,0.747603,0.763310,0,1
5,100,0.754398,0.763310,1,1
5,101,0.754266,0.763310,2,1
5,102,0.761789,0.763310,1,1
5,103,0.747057,0.763310,1,1
5,104,0.754927,0.763310,1,1
5,105,0.755109,0.763310,1,1
5,106,0.755192,0.763310,1,1
5,107,0.754778,0.763310,1,1
5,108,0.754233,0.763310,1,1
5,109,0.761839,0.763310,0,1
6,0,0.525490,0.756970,1,0
6,1,0.525427,0.756970,1,0
6,2,0.542312,0.756970,0,0
6,3,0.548066,0.756970,1,0
6,4,0.557049,0.756970,1,0
6,5,0.561466,0.756970,1,0
6,6,0.566738,0.756970,1,0
6,7,0.567828,0.756970,1,0
6,8,0.579316,0.756970,0,0
6,9,0.590923,0.756970,1,0
6,10,0.601509,0.756970,2,0
6,11,0.615444,0.756970,0,0
6,12,0.636568,0.756970,0,0
6,13,0.646688,0.756970,1,0
6,14,0.654785,0.812729,1,0
6,15,0.655272,0.812729,1,0
6,16,0.670145,0.812729,1,0
6,17,0.680217,0.812729,0,0
6,18,0.691212,0.812729,2,0
6,19,0.702610,0.841893,1,0
6,20,0.690992,0.841893,1,0
6,21,0.693088,0.841893,1,0
6,22,0.694995,0.841893,1,0
6,23,0.710879,0.841893,1,0
6,24,0.718604,0.841893,1,0
6,25,0.730212,0.841893,0,0
6,26,0.735526,0.841893,2,0
6,27,0.751908,0.841893,2,0
6,28,0.758993,0.841893,0,0
6,29,0.755508,0.841893,1,0
6,30,0.760135,0.841893,1,0
6,31,0.766377,0.841893,1,0
6,32,0.771135,0.841893,1,0
6,33,0.765496,0.841893,1,0
6,34,0.759092,0.841893,1,0
6,35,0.762740,0.841893,1,0
6,36,0.769589,0.841893,1,0
6,37,0.780683,0.841893,1,0
6,38,0.775480,0.841893,1,0
6,39,0.781931,0.841893,1,0
6,40,0.794345,0.841893,1,0
6,41,0.797799,0.841893,1,0
6,42,0.795394,0.841893,1,0
6,43,0.794497,0.841893,1,0
6,44,0.802914,0.841893,1,0
6,45,0.787087,0.841893,1,0
6,46,0.786930,0.841893,1,0
6,47,0.786977,0.841893,2,0
6,48,0.799984,0.841893,1,0
6,49,0.803684,0.841893,1,0
6,50,0.807295,0.841893,2,0
6,51,0.796395,0.841893,1,0
6,52,0.800755,0.841893,2,0
6,53,0.791301,0.841893,1,0
6,54,0.792438,0.841893,1,0
6,55,0.790661,0.841893,1,0
6,56,0.800996,0.841893,2,0
6,57,0.802133,0.841893,0,0
6,58,0.811791,0.841893,1,0
6,59,0.817771,0.841893,2,0
6,60,0.810009,0.841893,1,0
6,61,0.810843,0.841893,2,0
6,62,0.811713,0.841893,1,0
6,63,0.813379,0.841893,1,0
6,64,0.821706,0.841893,1,0
6,65,0.812315,0.841893,1,0
6,66,0.822650,0.841893,1,0
6,67,0.817441,0.841893,2,0
6,68,0.818232,0.841893,0,0
6,69,0.828566,0.841893,0,0
6,0,0.499727,0.694241,2,1
6,1,0.499727,0.694241,1,1
6,2,0.504046,0.694241,2,1
6,3,0.521528,0.694241,2,1
6,4,0.531150,0.694241,0,1
6,5,0.535468,0.694241,0,1
6,6,0.541217,0.702861,1,1
6,7,0.553585,0.702861,1,1
6,8,0.553585,0.702861,1,1
6,9,0.553585,0.702861,1,1
6,10,0.563851,0.702861,1,1
6,11,0.569736,0.702861,2,1
6,12,0.580573,0.702861,2,1
6,13,0.589021,0.702861,0,1
6,14,0.599030,0.702861,0,1
6,15,0.608574,0.702861,1,1
6,16,0.613877,0.702861,0,1
6,17,0.624976,0.702861,1,1
6,18,0.621643,0.702861,1,1
6,19,0.632743,0.702861,0,1
6,20,0.642207,0.702861,1,1
6,21,0.649030,0.702861,2,1
6,22,0.654171,0.702861,1,1
6,23,0.663521,0.702861,1,1
6,24,0.668855,0.702861,0,1
6,25,0.675107,0.702861,1,1
6,26,0.679918,0.702861,2,1
6,27,0.683697,0.731658,1,1
6,28,0.686490,0.731658,1,1
6,29,0.691945,0.731658,1,1
6,30,0.694901,0.731658,1,1
6,31,0.696709,0.731658,1,1
6,32,0.698187,0.731658,2,1
6,33,0.699748,0.731658,2,1
6,34,0.700734,0.731658,1,1
6,35,0.696117,0.731658,2,1
6,36,0.702704,0.731658,1,1
6,37,0.705005,0.731658,1,1
6,38,0.705031,0.731658,2,1
6,39,0.703962,0.731658,2,1
6,40,0.699481,0.731658,2,1
6,41,0.700304,0.731658,0,1
6,42,0.700304,0.731658,0,1
6,43,0.699528,0.731658,2,1
6,44,0.701556,0.731658,1,1
6,45,0.703202,0.731658,0,1
6,46,0.704517,0.731658,1,1
6,47,0.699544,0.731658,2,1
6,48,0.701190,0.731658,1,1
6,49,0.709407,0.731658,1,1
6,50,0.709077,0.731658,2,1
6,51,0.709899,0.731658,1,1
6,52,0.712698,0.731658,0,1
6,53,0.713363,0.731658,2,1
6,54,0.712562,0.731658,2,1
6,55,0.714207,0.731658,2,1
6,56,0.715030,0.731658,1,1
6,57,0.715853,0.731658,2,1
6,58,0.718300,0.731658,1,1
6,59,0.724919,0.731658,1,1
6,60,0.723504,0.731658,2,1
6,61,0.725307,0.731658,1,1
6,62,0.727544,0.731658,1,1
6,63,0.728367,0.731658,1,1
6,64,0.728367,0.731658,0,1
6,65,0.728367,0.731658,0,1
6,66,0.729190,0.731658,1,1
6,67,0.730013,0.731658,1,1
6,68,0.730013,0.731658,1,1
6,69,0.730013,0.731658,0,1
6,70,0.730013,0.731658,1,1
6,71,0.730835,0.731658,1,1
6,72,0.730835,0.731658,1,1
6,73,0.730835,0.731658,1,1
6,74,0.725736,0.731658,2,1
6,75,0.725736,0.731658,0,1
6,76,0.726559,0.731658,0,1
6,77,0.726559,0.731658,0,1
6,78,0.731658,0.731658,1,1
6,79,0.731658,0.731658,0,1
6,80,0.731658,0.731658,1,1
6,81,0.730835,0.731658,1,1
6,82,0.730835,0.731658,0,1
6,83,0.730013,0.731658,1,1
6,84,0.731658,0.731658,2,1
6,85,0.731658,0.731658,2,1
6,86,0.725039,0.731658,2,1
6,87,0.725039,0.731658,1,1
6,88,0.724217,0.731658,1,1
6,89,0.724217,0.731658,1,1
6,90,0.730835,0.731658,1,1
6,91,0.730835,0.731658,1,1
6,92,0.730013,0.731658,1,1
6,93,0.730013,0.731658,1,1
6,94,0.730835,0.731658,0,1
6,95,0.730835,0.731658,1,1
6,96,0.730013,0.731658,1,1
6,97,0.730013,0.731658,1,1
6,98,0.730013,0.731658,1,1
6,99,0.729190,0.731658,1,1
6,100,0.729190,0.731658,0,1
6,101,0.730013,0.731658,2,1
6,102,0.729462,0.731658,2,1
6,103,0.722503,0.731658,2,1
6,104,0.721680,0.731658,1,1
6,105,0.723326,0.731658,1,1
6,106,0.723326,0.731658,2,1
6,107,0.724699,0.731658,0,1
6,108,0.718080,0.731658,2,1
6,109,0.718080,0.731658,1,1
7,0,0.516461,0.668797,0,0
7,1,0.527744,0.703383,1,0
7,2,0.534554,0.703383,0,0
7,3,0.551719,0.703383,2,0
7,4,0.562895,0.703383,1,0
7,5,0.571208,0.703383,1,0
7,6,0.581327,0.703383,1,0
7,7,0.592438,0.703383,1,0
7,8,0.598244,0.703383,2,0
7,9,0.609581,0.703383,0,0
7,10,0.614307,0.703383,1,0
7,11,0.622970,0.708647,2,0
7,12,0.633588,0.708647,2,0
7,13,0.646053,0.708647,1,0
7,14,0.651772,0.708647,1,0
7,15,0.662948,0.708647,1,0
7,16,0.661783,0.708647,1,0
7,17,0.671391,0.708647,1,0
7,18,0.671203,0.708647,2,0
7,19,0.677433,0.708647,1,0
7,20,0.684554,0.708647,2,0
7,21,0.687197,0.748684,1,0
7,22,0.688641,0.748684,1,0
7,23,0.694227,0.748684,1,0
7,24,0.697621,0.748684,1,0
7,25,0.699968,0.748684,1,0
7,26,0.704409,0.748684,2,0
7,27,0.704952,0.748684,1,0
7,28,0.706697,0.753947,1,0
7,29,0.708921,0.753947,2,0
7,30,0.712234,0.753947,1,0
7,31,0.716026,0.753947,1,0
7,32,0.720091,0.753947,0,0
7,33,0.714130,0.753947,2,0
7,34,0.724275,0.753947,0,0
7,35,0.726622,0.753947,2,0
7,36,0.731069,0.773872,1,0
7,37,0.734742,0.773872,2,0
7,38,0.735435,0.773872,1,0
7,39,0.739404,0.791729,1,0
7,40,0.735215,0.791729,1,0
7,41,0.735516,0.791729,1,0
7,42,0.731359,0.791729,1,0
7,43,0.732803,0.791729,0,0
7,44,0.730634,0.791729,1,0
7,45,0.732583,0.791729,0,0
7,46,0.741128,0.791729,1,0
7,47,0.745612,0.791729,0,0
7,48,0.736536,0.791729,1,0
7,49,0.723684,0.791729,1,0
7,50,0.725849,0.791729,2,0
7,51,0.726987,0.791729,0,0
7,52,0.740628,0.791729,1,0
7,53,0.752830,0.791729,1,0
7,54,0.754629,0.796992,1,0
7,55,0.755768,0.796992,0,0
7,56,0.756907,0.796992,0,0
7,57,0.750854,0.796992,2,0
7,58,0.752111,0.796992,1,0
7,59,0.753249,0.796992,0,0
7,60,0.751923,0.796992,1,0
7,61,0.767573,0.796992,2,0
7,62,0.760977,0.796992,2,0
7,63,0.755644,0.796992,1,0
7,64,0.765725,0.796992,1,0
7,65,0.766294,0.796992,0,0
7,66,0.766294,0.796992,1,0
7,67,0.762959,0.796992,1,0
7,68,0.764549,0.796992,0,0
7,69,0.766139,0.796992,2,0
7,0,0.530720,0.716353,0,1
7,1,0.532787,0.716353,2,1
7,2,0.538367,0.716353,2,1
7,3,0.545768,0.716353,1,1
7,4,0.546031,0.716353,1,1
7,5,0.547868,0.716353,1,1
7,6,0.558824,0.716353,2,1
7,7,0.569839,0.716353,2,1
7,8,0.573512,0.716353,1,1
7,9,0.575768,0.716353,1,1
7,10,0.581128,0.716353,1,1
7,11,0.594903,0.716353,0,1
7,12,0.600311,0.716353,0,1
7,13,0.608722,0.716353,2,1
7,14,0.609801,0.716353,2,1
7,15,0.618244,0.716353,2,1
7,16,0.622035,0.716353,0,1
7,17,0.626219,0.716353,0,1
7,18,0.633190,0.716353,2,1
7,19,0.637997,0.716353,1,1
7,20,0.646676,0.716353,1,1
7,21,0.653308,0.716353,2,1
7,22,0.659296,0.716353,2,1
7,23,0.663045,0.716353,1,1
7,24,0.663045,0.716353,1,1
7,25,0.662669,0.716353,1,1
7,26,0.659807,0.716353,2,1
7,27,0.659807,0.716353,0,1
7,28,0.664458,0.761466,1,1
7,29,0.676139,0.761466,0,1
7,30,0.681171,0.761466,2,1
7,31,0.685972,0.761466,0,1
7,32,0.686165,0.761466,1,1
7,33,0.686165,0.761466,1,1
7,34,0.696729,0.761466,1,1
7,35,0.702508,0.761466,0,1
7,36,0.703706,0.761466,0,1
7,37,0.703706,0.761466,0,1
7,38,0.705945,0.761466,1,1
7,39,0.710226,0.761466,1,1
7,40,0.719989,0.761466,1,1
7,41,0.714474,0.761466,2,1
7,42,0.716960,0.761466,0,1
7,43,0.718029,0.761466,2,1
7,44,0.718904,0.761466,2,1
7,45,0.720387,0.761466,2,1
7,46,0.723351,0.761466,1,1
7,47,0.726122,0.761466,0,1
7,48,0.726316,0.761466,1,1
7,49,0.729087,0.761466,1,1
7,50,0.731858,0.761466,1,1
7,51,0.724441,0.761466,1,1
7,52,0.740145,0.761466,0,1
7,53,0.743110,0.761466,0,1
7,54,0.743110,0.761466,1,1
7,55,0.745274,0.761466,0,1
7,56,0.745881,0.761466,2,1
7,57,0.740988,0.761466,2,1
7,58,0.739764,0.761466,1,1
7,59,0.742884,0.761466,1,1
7,60,0.748373,0.761466,2,1
7,61,0.746541,0.761466,1,1
7,62,0.746541,0.761466,2,1
7,63,0.741842,0.761466,2,1
7,64,0.738754,0.761466,2,1
7,65,0.747691,0.761466,2,1
7,66,0.747691,0.761466,2,1
7,67,0.755768,0.761466,0,1
7,68,0.758888,0.761466,1,1
7,69,0.759006,0.765602,1,1
7,70,0.760414,0.765602,1,1
7,71,0.760414,0.765602,1,1
7,72,0.760532,0.765602,1,1
7,73,0.760650,0.765602,0,1
7,74,0.760650,0.765602,0,1
7,75,0.760650,0.765602,0,1
7,76,0.753083,0.765602,1,1
7,77,0.753083,0.765602,1,1
7,78,0.753319,0.765602,0,1
7,79,0.754705,0.765602,2,1
7,80,0.747352,0.765602,2,1
7,81,0.747352,0.765602,1,1
7,82,0.754909,0.765602,1,1
7,83,0.754909,0.765602,2,1
7,84,0.754909,0.765602,2,1
7,85,0.755027,0.765602,0,1
7,86,0.755145,0.765602,2,1
7,87,0.762615,0.765602,0,1
7,88,0.762734,0.765602,0,1
7,89,0.759613,0.765602,1,1
7,90,0.759817,0.765602,0,1
7,91,0.759817,0.765602,1,1
7,92,0.763174,0.765602,0,1
7,93,0.763292,0.765602,0,1
7,94,0.762863,0.794925,1,1
7,95,0.762981,0.794925,0,1
7,96,0.755628,0.794925,2,1
7,97,0.756074,0.794925,1,1
7,98,0.763781,0.794925,0,1
7,99,0.761106,0.794925,1,1
7,100,0.761343,0.794925,0,1
7,101,0.762846,0.794925,1,1
7,102,0.763802,0.794925,1,1
7,103,0.763921,0.794925,0,1
7,104,0.764876,0.794925,1,1
7,105,0.765714,0.794925,0,1
7,106,0.764216,0.794925,1,1
7,107,0.766461,0.794925,1,1
7,108,0.766461,0.794925,2,1
7,109,0.767744,0.794925,1,1
8,0,0.502991,0.757143,2,0
8,1,0.505166,0.757143,1,0
8,2,0.523394,0.757143,0,0
8,3,0.533452,0.757143,1,0
8,4,0.543353,0.757143,1,0
8,5,0.552461,0.757143,2,0
8,6,0.574198,0.757143,0,0
8,7,0.574198,0.757143,1,0
8,8,0.583854,0.757143,2,0
8,9,0.589860,0.757143,1,0
8,10,0.601469,0.757143,0,0
8,11,0.609697,0.757143,1,0
8,12,0.623055,0.757143,1,0
8,13,0.637528,0.782653,1,0
8,14,0.648810,0.782653,1,0
8,15,0.660962,0.782653,1,0
8,16,0.675656,0.782653,2,0
8,17,0.683160,0.782653,1,0
8,18,0.695114,0.782653,1,0
8,19,0.709487,0.782653,2,0
8,20,0.714029,0.782653,1,0
8,21,0.719930,0.782653,1,0
8,22,0.719155,0.782653,1,0
8,23,0.725738,0.782653,0,0
8,24,0.736711,0.782653,1,0
8,25,0.741382,0.782653,2,0
8,26,0.750210,0.782653,1,0
8,27,0.752262,0.782653,2,0
8,28,0.754752,0.782653,1,0
8,29,0.756974,0.782653,2,0
8,30,0.758431,0.782653,2,0
8,31,0.754169,0.782653,1,0
8,32,0.747125,0.782653,1,0
8,33,0.735172,0.782653,1,0
8,34,0.727825,0.782653,1,0
8,35,0.736058,0.782653,1,0
8,36,0.743044,0.782653,2,0
8,37,0.737067,0.782653,1,0
8,38,0.744950,0.782653,2,0
8,39,0.746262,0.782653,1,0
8,40,0.761784,0.782653,2,0
8,41,0.762659,0.782653,2,0
8,42,0.774233,0.782653,2,0
8,43,0.774962,0.782653,0,0
8,44,0.774356,0.782653,1,0
8,45,0.774356,0.782653,2,0
8,46,0.775813,0.782653,2,0
8,47,0.777866,0.782653,2,0
8,48,0.777732,0.782653,1,0
8,49,0.779166,0.782653,1,0
8,50,0.775773,0.782653,1,0
8,51,0.777096,0.782653,0,0
8,52,0.777825,0.782653,2,0
8,53,0.757108,0.782653,1,0
8,54,0.757837,0.782653,1,0
8,55,0.757837,0.782653,1,0
8,56,0.774478,0.782653,1,0
8,57,0.774478,0.782653,2,0
8,58,0.774478,0.782653,1,0
8,59,0.782653,0.782653,2,0
8,60,0.782653,0.782653,0,0
8,61,0.776828,0.782653,1,0
8,62,0.776257,0.782653,1,0
8,63,0.780939,0.782653,1,0
8,64,0.770542,0.782653,1,0
8,65,0.755714,0.782653,1,0
8,66,0.757329,0.782653,1,0
8,67,0.766402,0.782653,2,0
8,68,0.767545,0.782653,1,0
8,69,0.774006,0.782653,0,0
8,0,0.502962,0.742653,2,1
8,1,0.504012,0.742653,1,1
8,2,0.504268,0.742653,1,1
8,3,0.507761,0.742653,2,1
8,4,0.507761,0.742653,0,1
8,5,0.507761,0.742653,0,1
8,6,0.510519,0.742653,2,1
8,7,0.510810,0.742653,1,1
8,8,0.510810,0.742653,2,1
8,9,0.511860,0.742653,1,1
8,10,0.516216,0.742653,2,1
8,11,0.523726,0.742653,0,1
8,12,0.527819,0.742653,0,1
8,13,0.527965,0.742653,1,1
8,14,0.532985,0.742653,2,1
8,15,0.541073,0.742653,0,1
8,16,0.548845,0.742653,1,1
8,17,0.558280,0.742653,0,1
8,18,0.562636,0.742653,0,1
8,19,0.568880,0.742653,0,1
8,20,0.571242,0.742653,1,1
8,21,0.568793,0.742653,1,1
8,22,0.575633,0.742653,1,1
8,23,0.570420,0.742653,1,1
8,24,0.580980,0.742653,0,1
8,25,0.596076,0.742653,1,1
8,26,0.609224,0.742653,1,1
8,27,0.618752,0.742653,1,1
8,28,0.624548,0.742653,1,1
8,29,0.629545,0.742653,0,1
8,30,0.637102,0.742653,1,1
8,31,0.640939,0.742653,2,1
8,32,0.643172,0.758367,1,1
8,33,0.655300,0.758367,2,1
8,34,0.661137,0.758367,0,1
8,35,0.669825,0.758367,2,1
8,36,0.670006,0.758367,2,1
8,37,0.666805,0.758367,2,1
