run,generation,populationFitness,bestTree,action,structured
1,59,0.674286,0.674286,0,0
1,60,0.674286,0.674286,2,0
1,61,0.674286,0.674286,1,0
1,62,0.674286,0.674286,1,0
1,63,0.674286,0.674286,0,0
1,64,0.674286,0.674286,0,0
1,65,0.674286,0.674286,2,0
1,66,0.669160,0.674286,1,0
1,67,0.658863,0.674286,2,0
1,68,0.653883,0.674286,2,0
1,69,0.653883,0.674286,0,0
1,0,0.524781,0.686122,2,1
1,1,0.525901,0.686122,0,1
1,2,0.525901,0.686122,1,1
1,3,0.529668,0.686122,1,1
1,4,0.530968,0.686122,2,1
1,5,0.537708,0.686122,1,1
1,6,0.540408,0.686122,1,1
1,7,0.545726,0.686122,0,1
1,8,0.548863,0.686122,0,1
1,9,0.555248,0.686122,2,1
1,10,0.560659,0.686122,0,1
1,11,0.565755,0.686122,0,1
1,12,0.569085,0.686122,0,1
1,13,0.578717,0.686122,2,1
1,14,0.584414,0.686122,0,1
1,15,0.589207,0.686122,0,1
1,16,0.589207,0.686122,1,1
1,17,0.589207,0.686122,0,1
1,18,0.590274,0.686122,1,1
1,19,0.593038,0.686122,0,1
1,20,0.593254,0.686122,2,1
1,21,0.598781,0.686122,1,1
1,22,0.603359,0.686122,0,1
1,23,0.606204,0.686122,1,1
1,24,0.605895,0.686122,2,1
1,25,0.617429,0.686122,1,1
1,26,0.626175,0.686122,2,1
1,27,0.625948,0.686122,2,1
1,28,0.631184,0.686122,0,1
1,29,0.638426,0.686122,1,1
1,30,0.643370,0.686122,1,1
1,31,0.651452,0.686122,0,1
1,32,0.656356,0.686122,0,1
1,33,0.659837,0.686122,1,1
1,34,0.660327,0.686122,1,1
1,35,0.662799,0.686122,1,1
1,36,0.668035,0.686122,1,1
1,37,0.663749,0.686122,1,1
1,38,0.667743,0.686122,0,1
1,39,0.677236,0.686122,1,1
1,40,0.677236,0.686122,0,1
1,41,0.677236,0.686122,2,1
1,42,0.677236,0.686122,1,1
1,43,0.681983,0.686122,1,1
1,44,0.684490,0.686122,1,1
1,45,0.684490,0.686122,0,1
1,46,0.684490,0.686122,1,1
1,47,0.679055,0.686122,2,1
1,48,0.686122,0.686122,1,1
1,49,0.686122,0.686122,2,1
1,50,0.686122,0.686122,1,1
1,51,0.686122,0.686122,0,1
1,52,0.686122,0.686122,0,1
1,53,0.686122,0.686122,1,1
1,54,0.686122,0.686122,1,1
1,55,0.686618,0.703469,2,1
1,56,0.688717,0.728163,1,1
1,57,0.688717,0.728163,1,1
1,58,0.688717,0.728163,0,1
1,59,0.683971,0.728163,1,1
1,60,0.686181,0.763469,2,1
1,61,0.686181,0.763469,0,1
1,62,0.686181,0.763469,1,1
1,63,0.686181,0.763469,1,1
1,64,0.686181,0.763469,0,1
1,65,0.689732,0.763469,2,1
1,66,0.691423,0.763469,1,1
1,67,0.680787,0.763469,2,1
1,68,0.681738,0.763469,1,1
1,69,0.683948,0.763469,0,1
1,70,0.690379,0.763469,1,1
1,71,0.691773,0.763469,0,1
1,72,0.693749,0.763469,1,1
1,73,0.687096,0.763469,2,1
1,74,0.684257,0.763469,1,1
1,75,0.683539,0.763469,1,1
1,76,0.688560,0.763469,2,1
1,77,0.692980,0.763469,0,1
1,78,0.705516,0.763469,0,1
1,79,0.716589,0.763469,0,1
1,80,0.721009,0.763469,0,1
1,81,0.718472,0.763469,1,1
1,82,0.722892,0.763469,2,1
1,83,0.723621,0.763469,2,1
1,84,0.727557,0.772041,1,1
1,85,0.731977,0.772041,0,1
1,86,0.728292,0.772041,1,1
1,87,0.730251,0.772041,2,1
1,88,0.730496,0.772041,0,1
1,89,0.732950,0.772041,1,1
1,90,0.721510,0.772041,1,1
1,91,0.730676,0.772041,0,1
1,92,0.738122,0.772041,0,1
1,93,0.740332,0.772041,0,1
1,94,0.744746,0.772041,2,1
1,95,0.735662,0.772041,1,1
1,96,0.744956,0.772041,2,1
1,97,0.744023,0.772041,2,1
1,98,0.744513,0.772041,1,1
1,99,0.731312,0.772041,1,1
1,100,0.749481,0.772041,1,1
1,101,0.757668,0.772041,2,1
1,102,0.757668,0.772041,1,1
1,103,0.758157,0.772041,0,1
1,104,0.741399,0.772041,1,1
1,105,0.736157,0.772041,2,1
1,106,0.721102,0.772041,2,1
1,107,0.734752,0.772041,0,1
1,108,0.719697,0.772041,1,1
1,109,0.719942,0.772041,0,1
2,0,0.498611,0.783460,1,0
2,1,0.502002,0.783460,1,0
2,2,0.513853,0.783460,0,0
2,3,0.520076,0.783460,1,0
2,4,0.533640,0.783460,1,0
2,5,0.550108,0.783460,1,0
2,6,0.556602,0.783460,1,0
2,7,0.570563,0.783460,2,0
2,8,0.589340,0.783460,1,0
2,9,0.595364,0.783460,1,0
2,10,0.607792,0.783460,0,0
2,11,0.616558,0.783460,0,0
2,12,0.638222,0.783460,1,0
2,13,0.648557,0.783460,2,0
2,14,0.657017,0.783460,1,0
2,15,0.670996,0.783460,1,0
2,16,0.666937,0.783460,1,0
2,17,0.675830,0.783460,0,0
2,18,0.685462,0.783460,0,0
2,19,0.696717,0.783460,0,0
2,20,0.712013,0.783460,2,0
2,21,0.718254,0.783460,1,0
2,22,0.726064,0.784722,2,0
2,23,0.729167,0.784722,1,0
2,24,0.732323,0.785354,1,0
2,25,0.736652,0.785354,2,0
2,26,0.725108,0.785354,1,0
2,27,0.729383,0.785354,1,0
2,28,0.744174,0.798611,2,0
2,29,0.752561,0.798611,2,0
2,30,0.755303,0.798611,0,0
2,31,0.760047,0.798611,0,0
2,32,0.768326,0.798611,0,0
2,33,0.772006,0.798611,1,0
2,34,0.772872,0.798611,2,0
2,35,0.770058,0.798611,2,0
2,36,0.772547,0.798611,1,0
2,37,0.778698,0.798611,2,0
2,38,0.782197,0.798611,1,0
2,39,0.779708,0.798611,1,0
2,40,0.780574,0.798611,0,0
2,41,0.781439,0.798611,2,0
2,42,0.778860,0.798611,1,0
2,43,0.776209,0.798611,2,0
2,44,0.773124,0.798611,2,0
2,45,0.770581,0.798611,1,0
2,46,0.776587,0.798611,1,0
2,47,0.781944,0.798611,1,0
2,48,0.785786,0.798611,2,0
2,49,0.783081,0.798611,2,0
2,50,0.783947,0.798611,0,0
2,51,0.786652,0.798611,1,0
2,52,0.788961,0.798611,2,0
2,53,0.789683,0.798611,1,0
2,54,0.790602,0.798611,1,0
2,55,0.790819,0.798611,1,0
2,56,0.794120,0.798611,2,0
2,57,0.794120,0.798611,1,0
2,58,0.788276,0.798611,2,0
2,59,0.789141,0.798611,1,0
2,60,0.780465,0.798611,1,0
2,61,0.780844,0.798611,2,0
2,62,0.781223,0.798611,2,0
2,63,0.786382,0.798611,1,0
2,64,0.795058,0.798611,2,0
2,65,0.795058,0.798611,2,0
2,66,0.792298,0.798611,1,0
2,67,0.788781,0.798611,2,0
2,68,0.785480,0.798611,1,0
2,69,0.786147,0.798611,1,0
2,0,0.523052,0.743056,2,1
2,1,0.523052,0.743056,1,1
2,2,0.523052,0.743056,1,1
2,3,0.532738,0.743056,0,1
2,4,0.535191,0.743056,1,1
2,5,0.540566,0.743056,1,1
2,6,0.543254,0.743056,0,1
2,7,0.543254,0.743056,0,1
2,8,0.548341,0.743056,0,1
2,9,0.553571,0.743056,1,1
2,10,0.559361,0.743056,1,1
2,11,0.582287,0.743056,1,1
2,12,0.597655,0.743056,1,1
2,13,0.605970,0.743056,2,1
2,14,0.614159,0.746212,1,1
2,15,0.629636,0.746212,1,1
2,16,0.640043,0.746212,1,1
2,17,0.652832,0.746212,0,1
2,18,0.666378,0.746212,1,1
2,19,0.671952,0.746212,2,1
2,20,0.683658,0.746212,2,1
2,21,0.685101,0.746212,0,1
2,22,0.693308,0.746212,2,1
2,23,0.700198,0.746212,0,1
2,24,0.703319,0.746212,1,1
2,25,0.706890,0.746212,1,1
2,26,0.711454,0.746212,1,1
2,27,0.715530,0.746212,1,1
2,28,0.716901,0.746212,1,1
2,29,0.725740,0.746212,1,1
2,30,0.725920,0.746212,1,1
2,31,0.726010,0.746212,0,1
2,32,0.720220,0.746212,2,1
2,33,0.728463,0.746212,1,1
2,34,0.737446,0.746212,1,1
2,35,0.743326,0.746212,1,1
2,36,0.745220,0.746212,0,1
2,37,0.745942,0.746212,1,1
2,38,0.746032,0.746212,0,1
2,39,0.746122,0.746212,0,1
2,40,0.740602,0.746212,1,1
2,41,0.740602,0.746212,0,1
2,42,0.740602,0.746212,0,1
2,43,0.740512,0.746212,1,1
2,44,0.740693,0.746212,0,1
2,45,0.746212,0.746212,0,1
2,46,0.746122,0.746212,1,1
2,47,0.746122,0.746212,1,1
2,48,0.746122,0.746212,0,1
2,49,0.746212,0.746212,0,1
2,50,0.744841,0.746212,1,1
2,51,0.746212,0.746212,2,1
2,52,0.746212,0.746212,1,1
2,53,0.746212,0.746212,2,1
2,54,0.746212,0.746212,0,1
2,55,0.746898,0.770202,2,1
2,56,0.746898,0.770202,1,1
2,57,0.746898,0.770202,0,1
2,58,0.746898,0.770202,2,1
2,59,0.744769,0.770202,2,1
2,60,0.742641,0.770202,1,1
2,61,0.740422,0.770202,1,1
2,62,0.743146,0.770202,1,1
2,63,0.746050,0.770202,0,1
2,64,0.746735,0.770202,0,1
2,65,0.747421,0.770202,0,1
2,66,0.749549,0.770202,2,1
2,67,0.750920,0.770202,1,1
2,68,0.751010,0.770202,1,1
2,69,0.751696,0.770202,1,1
2,70,0.745346,0.770202,2,1
2,71,0.746717,0.770202,0,1
2,72,0.740224,0.770202,1,1
2,73,0.741595,0.770202,2,1
2,74,0.742965,0.770202,0,1
2,75,0.751371,0.770202,0,1
2,76,0.752742,0.770202,1,1
2,77,0.749549,0.770202,1,1
2,78,0.742514,0.770202,2,1
2,79,0.751064,0.770202,0,1
2,80,0.752435,0.770202,1,1
2,81,0.748557,0.770202,2,1
2,82,0.756962,0.770202,0,1
2,83,0.757648,0.770202,0,1
2,84,0.757197,0.770202,1,1
2,85,0.759109,0.770202,1,1
2,86,0.752760,0.770202,2,1
2,87,0.753445,0.770202,1,1
2,88,0.758009,0.770202,1,1
2,89,0.764953,0.770202,1,1
2,90,0.757233,0.770202,2,1
2,91,0.764177,0.770202,1,1
2,92,0.763402,0.770202,1,1
2,93,0.763402,0.770202,1,1
2,94,0.763402,0.770202,2,1
2,95,0.764177,0.770202,2,1
2,96,0.767875,0.770202,1,1
2,97,0.764863,0.770202,1,1
2,98,0.768651,0.770202,0,1
2,99,0.769426,0.770202,2,1
2,100,0.770202,0.770202,2,1
2,101,0.769426,0.770202,1,1
2,102,0.769426,0.770202,1,1
2,103,0.769426,0.770202,0,1
2,104,0.769426,0.770202,0,1
2,105,0.770202,0.770202,1,1
2,106,0.766414,0.770202,2,1
2,107,0.758694,0.770202,2,1
2,108,0.757630,0.770202,2,1
2,109,0.768038,0.770202,2,1
3,0,0.547598,0.790841,1,0
3,1,0.554316,0.790841,1,0
3,2,0.559176,0.790841,1,0
3,3,0.570726,0.790841,2,0
3,4,0.575717,0.790841,1,0
3,5,0.590642,0.790841,2,0
3,6,0.609799,0.790841,1,0
3,7,0.623502,0.790841,2,0
3,8,0.629625,0.790841,1,0
3,9,0.640478,0.790841,1,0
3,10,0.656016,0.790841,0,0
3,11,0.669809,0.790841,1,0
3,12,0.680690,0.790841,1,0
3,13,0.686847,0.790841,1,0
3,14,0.701512,0.790841,1,0
3,15,0.714682,0.805908,2,0
3,16,0.712088,0.805908,1,0
3,17,0.718392,0.805908,1,0
3,18,0.725700,0.805908,2,0
3,19,0.726968,0.805908,1,0
3,20,0.736615,0.807296,2,0
3,21,0.743560,0.807296,2,0
3,22,0.746103,0.807296,0,0
3,23,0.754022,0.807296,1,0
3,24,0.758786,0.807296,1,0
3,25,0.768545,0.807296,1,0
3,26,0.765192,0.807296,1,0
3,27,0.767067,0.807296,0,0
3,28,0.772646,0.807296,1,0
3,29,0.774283,0.807296,0,0
3,30,0.773298,0.807296,1,0
3,31,0.781449,0.807296,1,0
3,32,0.774612,0.807296,2,0
3,33,0.755659,0.807296,1,0
3,34,0.768982,0.807296,0,0
3,35,0.770120,0.807296,1,0
3,36,0.773049,0.807296,0,0
3,37,0.782299,0.807296,0,0
3,38,0.791549,0.807296,0,0
3,39,0.792489,0.807296,0,0
3,40,0.790365,0.807296,1,0
3,41,0.796601,0.807296,1,0
3,42,0.796454,0.807296,1,0
3,43,0.788144,0.807296,1,0
3,44,0.789634,0.807296,1,0
3,45,0.789957,0.807296,1,0
3,46,0.792970,0.807296,1,0
3,47,0.792342,0.807296,1,0
3,48,0.792665,0.807296,1,0
3,49,0.801592,0.807296,1,0
3,50,0.804294,0.807296,2,0
3,51,0.805540,0.807296,0,0
3,52,0.805579,0.807296,1,0
3,53,0.805579,0.807296,0,0
3,54,0.805579,0.807296,0,0
3,55,0.805579,0.807296,0,0
3,56,0.805098,0.807296,1,0
3,57,0.800810,0.807296,1,0
3,58,0.797043,0.807296,2,0
3,59,0.797445,0.807296,1,0
3,60,0.800918,0.807296,1,0
3,61,0.798895,0.807296,1,0
3,62,0.804282,0.807296,1,0
3,63,0.799881,0.807296,1,0
3,64,0.799065,0.817209,1,0
3,65,0.799349,0.817209,0,0
3,66,0.806860,0.817209,2,0
3,67,0.799779,0.817209,2,0
3,68,0.790184,0.817209,1,0
3,69,0.798963,0.817209,0,0
3,0,0.525949,0.732355,1,1
3,1,0.525949,0.732355,1,1
3,2,0.532452,0.732355,0,1
3,3,0.532452,0.732355,2,1
3,4,0.532452,0.732355,2,1
3,5,0.548284,0.732355,0,1
3,6,0.548284,0.732355,1,1
3,7,0.563425,0.732355,2,1
3,8,0.562269,0.732355,1,1
3,9,0.562269,0.732355,0,1
3,10,0.562269,0.732355,0,1
3,11,0.568772,0.732355,2,1
3,12,0.585550,0.732355,1,1
3,13,0.585425,0.732355,2,1
3,14,0.599247,0.732355,1,1
3,15,0.607970,0.732355,0,1
3,16,0.614473,0.732355,2,1
3,17,0.628634,0.732355,0,1
3,18,0.642359,0.732355,2,1
3,19,0.646250,0.732355,1,1
3,20,0.658570,0.732355,0,1
3,21,0.664541,0.767050,1,1
3,22,0.668358,0.787669,1,1
3,23,0.670290,0.787669,1,1
3,24,0.681902,0.787669,1,1
3,25,0.682038,0.787669,1,1
3,26,0.696448,0.787669,1,1
3,27,0.696046,0.787669,2,1
3,28,0.707772,0.787669,1,1
3,29,0.709782,0.787669,2,1
3,30,0.710961,0.787669,1,1
3,31,0.712677,0.787669,0,1
3,32,0.718823,0.787669,0,1
3,33,0.718823,0.787669,1,1
3,34,0.726311,0.787669,2,1
3,35,0.726300,0.787669,2,1
3,36,0.729733,0.787669,1,1
3,37,0.730633,0.787669,2,1
3,38,0.732576,0.787669,1,1
3,39,0.736609,0.787669,1,1
3,40,0.739385,0.787669,2,1
3,41,0.741101,0.787669,0,1
3,42,0.729047,0.787669,2,1
3,43,0.743888,0.813442,1,1
3,44,0.738824,0.813442,1,1
3,45,0.738303,0.813442,1,1
3,46,0.743169,0.813442,0,1
3,47,0.747377,0.813442,2,1
3,48,0.755370,0.813442,1,1
3,49,0.762445,0.813442,2,1
3,50,0.763878,0.813442,1,1
3,51,0.768194,0.818596,2,1
3,52,0.771383,0.818596,0,1
3,53,0.759244,0.818596,2,1
3,54,0.755132,0.818596,1,1
3,55,0.767169,0.818596,0,1
3,56,0.755993,0.818596,1,1
3,57,0.760026,0.818596,0,1
3,58,0.767509,0.818596,1,1
3,59,0.763980,0.818596,1,1
3,60,0.768336,0.818596,2,1
3,61,0.774708,0.818596,1,1
3,62,0.774414,0.818596,1,1
3,63,0.777994,0.818596,0,1
3,64,0.777926,0.818596,2,1
3,65,0.778232,0.818596,1,1
3,66,0.780027,0.818596,1,1
3,67,0.783771,0.818596,2,1
3,68,0.784655,0.818596,1,1
3,69,0.778164,0.818596,1,1
3,70,0.778379,0.818596,1,1
3,71,0.778594,0.818596,0,1
3,72,0.769814,0.818596,1,1
3,73,0.762371,0.818596,1,1
3,74,0.763844,0.818596,0,1
3,75,0.778271,0.818596,1,1
3,76,0.779008,0.818596,2,1
3,77,0.783686,0.818596,0,1
3,78,0.783686,0.818596,2,1
3,79,0.783686,0.818596,0,1
3,80,0.783686,0.818596,1,1
3,81,0.783686,0.818596,0,1
3,82,0.780588,0.818596,1,1
3,83,0.784717,0.818596,2,1
3,84,0.793848,0.818596,2,1
3,85,0.778934,0.818596,1,1
3,86,0.780407,0.818596,1,1
3,87,0.781143,0.818596,0,1
3,88,0.781143,0.818596,2,1
3,89,0.780996,0.818596,1,1
3,90,0.783409,0.818596,1,1
3,91,0.772941,0.818596,1,1
3,92,0.776719,0.818596,1,1
3,93,0.782752,0.818596,2,1
3,94,0.789464,0.818596,2,1
3,95,0.795180,0.818596,2,1
3,96,0.786405,0.818596,1,1
3,97,0.780690,0.818596,1,1
3,98,0.789272,0.818596,0,1
3,99,0.794692,0.818596,2,1
3,100,0.799575,0.818596,2,1
3,101,0.793633,0.818596,1,1
3,102,0.788801,0.818596,1,1
3,103,0.790274,0.818596,2,1
3,104,0.771264,0.818596,1,1
3,105,0.783058,0.818596,2,1
3,106,0.790325,0.818596,2,1
3,107,0.798505,0.818596,0,1
3,108,0.808910,0.818596,2,1
3,109,0.809352,0.818596,0,1
4,0,0.498271,0.674060,1,0
4,1,0.506026,0.674060,0,0
4,2,0.512444,0.674060,1,0
4,3,0.514758,0.674060,2,0
4,4,0.519366,0.674060,1,0
4,5,0.520209,0.674060,1,0
4,6,0.524635,0.674060,0,0
4,7,0.535059,0.674060,1,0
4,8,0.544135,0.690038,1,0
4,9,0.548394,0.690038,2,0
4,10,0.551235,0.690038,1,0
4,11,0.554189,0.690038,1,0
4,12,0.561509,0.690038,2,0
4,13,0.574549,0.690038,0,0
4,14,0.575736,0.690038,1,0
4,15,0.583464,0.690038,1,0
4,16,0.591219,0.690038,2,0
4,17,0.590811,0.690038,1,0
4,18,0.597648,0.690038,2,0
4,19,0.601208,0.690038,1,0
4,20,0.607793,0.690038,1,0
4,21,0.614941,0.690038,1,0
4,22,0.619560,0.690038,1,0
4,23,0.627449,0.733083,2,0
4,24,0.633024,0.733083,0,0
4,25,0.639125,0.733083,1,0
4,26,0.632916,0.733083,1,0
4,27,0.638786,0.733083,2,0
4,28,0.640311,0.733083,1,0
4,29,0.643786,0.733083,2,0
4,30,0.651724,0.746617,1,0
4,31,0.657390,0.746617,1,0
4,32,0.662019,0.746617,2,0
4,33,0.662352,0.746617,1,0
4,34,0.668835,0.746617,1,0
4,35,0.671090,0.746617,0,0
4,36,0.666751,0.746617,1,0
4,37,0.670591,0.746617,1,0
4,38,0.671552,0.746617,2,0
4,39,0.680435,0.746617,0,0
4,40,0.672460,0.746617,1,0
4,41,0.676638,0.746617,1,0
4,42,0.686063,0.746617,1,0
4,43,0.678577,0.746617,1,0
4,44,0.687213,0.746617,1,0
4,45,0.694925,0.746617,1,0
4,46,0.702422,0.746617,2,0
4,47,0.705655,0.746617,0,0
4,48,0.705585,0.746617,1,0
4,49,0.704844,0.746617,1,0
4,50,0.701525,0.746617,1,0
4,51,0.700999,0.746617,1,0
