0,0.188205,0
0,0.277237,0
0,0.173661,0
0,0.171618,0
0,0.198827,0
0,0.184131,0
0,0.321133,0
0,0.185247,0
0,0.173245,0
0,0.181930,0
0,0.164879,0
0,0.177395,0
0,0.245644,0
0,0.183805,0
0,0.179580,0
0,0.195992,0
0,0.167478,0
0,0.174777,0
0,0.431512,0
0,0.187448,0
0,0.190444,0
0,0.171539,0
0,0.329179,0
0,0.190846,0
0,0.166256,0
0,0.166256,0
0,0.182813,0
0,0.210157,0
0,0.176754,0
0,0.315101,0
0,0.176076,0
0,0.432429,0
0,0.244942,0
0,0.179813,0
0,0.222949,0
0,0.172874,0
0,0.181357,0
0,0.260605,0
0,0.182093,0
0,0.180514,0
0,0.185627,0
0,0.340199,0
0,0.177406,0
0,0.187471,0
0,0.183017,0
0,0.260472,0
0,0.166256,0
0,0.178753,0
0,0.183964,0
0,0.261590,0
1,0.175709,0
1,0.199741,0
1,0.182748,0
1,0.177586,0
1,0.245764,0
1,0.271188,0
1,0.179320,0
1,0.197248,0
1,0.184273,0
1,0.293586,0
1,0.171738,0
1,0.169210,0
1,0.188084,0
1,0.170569,0
1,0.201244,0
1,0.172923,0
1,0.177875,0
1,0.406962,0
1,0.175706,0
1,0.232296,0
1,0.323671,0
1,0.170188,0
1,0.171219,0
1,0.215115,0
1,0.173040,0
1,0.175910,0
1,0.243248,0
1,0.194691,0
1,0.204029,0
1,0.172567,0
1,0.192508,0
1,0.201264,0
1,0.166256,0
1,0.173887,0
1,0.218599,0
1,0.216093,0
1,0.178093,0
1,0.172447,0
1,0.166256,0
1,0.180529,0
1,0.384896,0
1,0.185554,0
1,0.171117,0
1,0.171375,0
1,0.237868,0
1,0.230330,0
1,0.185450,0
1,0.177269,0
1,0.213609,0
1,0.173940,0
2,0.162135,0
2,0.184829,0
2,0.203826,0
2,0.184146,0
2,0.172610,0
2,0.199667,0
2,0.186144,0
2,0.176857,0
2,0.191149,0
2,0.197568,0
2,0.170408,0
2,0.178253,0
2,0.162556,0
2,0.165169,0
2,0.220044,0
2,0.174450,0
2,0.181824,0
2,0.177349,0
2,0.420536,0
2,0.173908,0
2,0.280831,0
2,0.174415,0
2,0.221452,0
2,0.246828,0
2,0.183256,0
2,0.269098,0
2,0.279712,0
2,0.175847,0
2,0.187955,0
2,0.187457,0
2,0.180794,0
2,0.180362,0
2,0.216879,0
2,0.180165,0
2,0.162244,0
2,0.170653,0
2,0.186650,0
2,0.252750,0
2,0.376039,0
2,0.199141,0
2,0.182816,0
2,0.188479,0
2,0.180794,0
2,0.175870,0
2,0.226226,0
2,0.172460,0
2,0.171580,0
2,0.444277,0
2,0.173843,0
2,0.162499,0
0,0.188205,0
0,0.277237,0
0,0.173661,0
0,0.171618,0
0,0.198827,0
0,0.184131,0
0,0.321133,0
0,0.185247,0
0,0.173245,0
0,0.181930,0
0,0.164879,0
0,0.177395,0
0,0.245644,0
0,0.183805,0
0,0.179580,0
0,0.195992,0
0,0.167478,0
0,0.174777,0
0,0.431512,0
0,0.187448,0
0,0.190444,0
0,0.171539,0
0,0.329179,0
0,0.190846,0
0,0.166256,0
0,0.166256,0
0,0.182813,0
0,0.210157,0
0,0.176754,0
0,0.315101,0
0,0.176076,0
0,0.432429,0
0,0.244942,0
0,0.179813,0
0,0.222949,0
0,0.172874,0
0,0.181357,0
0,0.260605,0
0,0.182093,0
0,0.180514,0
0,0.185627,0
0,0.340199,0
0,0.177406,0
0,0.187471,0
0,0.183017,0
0,0.260472,0
0,0.166256,0
0,0.178753,0
0,0.183964,0
0,0.261590,0
1,0.175709,0
1,0.199741,0
1,0.182748,0
1,0.177586,0
1,0.245764,0
1,0.271188,0
1,0.179320,0
1,0.197248,0
1,0.184273,0
1,0.293586,0
1,0.171738,0
1,0.169210,0
1,0.188084,0
1,0.170569,0
1,0.201244,0
1,0.172923,0
1,0.177875,0
1,0.406962,0
1,0.175706,0
1,0.232296,0
1,0.323671,0
1,0.170188,0
1,0.171219,0
1,0.215115,0
1,0.173040,0
1,0.175910,0
1,0.243248,0
1,0.194691,0
1,0.204029,0
1,0.172567,0
1,0.192508,0
1,0.201264,0
1,0.166256,0
1,0.173887,0
1,0.218599,0
1,0.216093,0
1,0.178093,0
1,0.172447,0
1,0.166256,0
1,0.180529,0
1,0.384896,0
1,0.185554,0
1,0.171117,0
1,0.171375,0
1,0.237868,0
1,0.230330,0
1,0.185450,0
1,0.177269,0
1,0.213609,0
1,0.173940,0
2,0.162135,0
2,0.184829,0
2,0.203826,0
2,0.184146,0
2,0.172610,0
2,0.199667,0
2,0.186144,0
